image_id,references,pred,latency_s,peak_vram_mib
10,"['Three laptop computers and a desktop computer sit next to each other.', 'Four computers are turned on on a desk.', 'a office with three computers spread out everywhere', 'Four computers and keyboards arranged on a desk.', 'A lot of computers that are on a computer desk.']",A home office with three laptops and a desktop computer.,2.8181121349334717,3980.7861328125
11,"['A pair of men with small mustaches dress as tennis players.', 'a couple of men that are standing around with rackets', 'Two men with tennis rackets and tennis balls.', 'Two men wearing polos, headbands and shorts, holding tennis balls and rackets.', 'Two men posing for a picture in a tennis game in a funny way.']","Two men, one in black and one in red, stand side by side holding tennis rackets.",4.863932371139526,3985.0849609375
12,"['A vase full of white flowers sitting on a wooden table.', 'The table has a flower arrangement in an ornate vase. ', 'a glass vase with some flowers inside of it ', 'A bouquet of flowers on a marble table in the lobby of a business location with an escalator in the background.', 'A vase sitting on top of a table with flowers in it.']",A vase of flowers sits on a table in a lobby.,3.0003485679626465,3980.7861328125
13,"['A woman in white dress playing a game of tennis.', 'A woman holding a lemon by her side and a tennis racquet in the other hand.', 'A woman who is holding a tennis racket and scratching her butt.', 'A barefoot woman walking with a tennis racket and her hand on her butt. ', 'A female tennis player lifting up her skirt']",A woman in a white dress and green hat walks barefoot on a patio with tennis balls scattered around her.,5.494270324707031,3980.79638671875
14,"['Two people standing on a tennis court playing tennis', 'Two mean are playing tennis and both are wearing sunglasses.  ', 'Two people playing a game of tennis with rackets.', 'two tennis players on a court with rackets', 'Two men with tennis rackets playing doubles tennis.']",Two men playing tennis on a court with the number 6 visible in the background.,4.082471132278442,3994.5810546875
15,"['A couple of women holding game controllers in their hands.', 'There are two women holding objects in their hands.', 'Two women play Wii in a room with a white sofa.', 'Two woman playing a video game in their living room.', 'Two girls holding Wii controllers, playing video games in a living room.']",Two women playing video games.,1.734100580215454,3960.72900390625
16,"['Two computer monitors are turned on on a computer desk.', 'Computer with two screens showing both screens and the keyboard.', 'A computer on a desk with two monitors ', 'Two computer monitors behind a keyboard and mouse.', 'A computer desk topped with a laptop computer with two monitors.']","A computer desk with two monitors, keyboard, mouse and phone.",3.433931827545166,3991.42138671875
17,"['A living room filled with furniture and  set of glass doors.', 'The living room is clean and is ready to be used. ', 'Magenta and plaid furniture sit in a brightly lit living room.', 'An outdated plaid blue couch sits in the living room.', 'A living room with a couch, chair and a coffee table.']",A living room with a plaid couch and a red chair.,3.1793830394744873,3958.037109375
18,"['Picture of living room with modern furniture and decor', 'A living room with art on the walls and a couch.', 'this is a living room with green couches and paintings', 'a couple of couches in a living room', 'a grey couch and a glass table a very nice house']",A living room with a blue couch and a lamp on the side table.,3.565890073776245,3980.767578125
19,"['Many kites can be seen in the air through umbrellas.', 'Two kites, one with a smily face fly high in the sunny sky.', 'A few kites flying in the blue sky', 'Two kites flying in the sky over an open and closed umbrella.', 'Two kites flying directly overhead against a clear blue sky.']",Kites flying in the sky.,2.0196399688720703,3991.40576171875
20,"['a man wearing an orange shirt holding up a tiny kite', 'This man is showing off the kite he made for his wife', 'A MAN IS STANDING IN HIS KITCHEN HOLDING A YELLOW KITE', 'A man holding a yellow kite while standing in a room.', 'The man is holding an object in his hand.']",A man in an orange shirt holds up a yellow umbrella with the year 2009 on it.,5.5801544189453125,3991.42431640625
21,"['A man gets ready to launch a colorful kite on the beach.', 'A man is flying a kite on a beach.', 'a man at the beach trying to fly a kite', 'A man holding onto a kite with one hand and spool on the other.', 'a person getting ready to fly a kite on the beach']",A man flying a colorful kite on the beach.,2.506042003631592,3962.291015625
22,"['A man in blue shorts putting together a blue and purple kite on a blue towel at the beach. ', 'A man prepares to fly his kite on a sandy beach.', 'A man fixing a kite on the beach.', 'A young man on the beach assembling a kite.', 'A man kneels on the beach preparing a kite.']","A young man is kneeling on the beach, working on a kite.",3.2405102252960205,3960.4775390625
23,"['Buildings with a clock and a crane over head are in this picture. ', 'A bridge over water near several tall buildings.', 'A large brick building has a clock tower on it.', 'A large building with a clock tower near a river.', 'A bridge over water with buildings and clock tower in the background.']",A clock tower on a brick building with a bridge in the foreground.,3.934593915939331,3991.41357421875
24,"['A man holds a bat while a woman watches.', 'A man is at bat ready is playing baseball while a woman watches.', 'A man holding a baseball bat at a home plate.', 'a man in a head band gets ready to swing a bat ', 'A man who is holding a baseball bat.']",A man with a green bat stands at home plate while another man in the background watches.,4.238069534301758,3980.7978515625
25,"['A man with blue jersey holding a baseball bat.', 'a close up of a baseball player holding a bat on the field', 'an image of a baseball player about to bat', 'A baseball player doing warm up exercises before going up to bat.', 'a baseball player standing in the grass with a bat in his hand ']",A baseball player in a blue and red uniform stands on the field holding a bat.,3.977714776992798,3958.48828125
26,"['A large pizza sitting on a pizza pan with a slice missing.', 'A supreme pizza with two slices taken out.', 'Mushroom pizza has two slices taken out of it.', 'A pizza cut in half on a plate. ', 'A large combination pizza with two pieces gone.']",A delicious pizza with mushrooms and other toppings on a piece of aluminum foil.,3.751642942428589,3980.7666015625
27,"['A set of three pizzas in a display case.next to desserts.', 'Three different types of pizzas and other items on display at a pizzeria.', 'Multiple kinds of pizzas are on display in a case.', 'Pizza are on display for the hungry diners', 'four different pizzas in a glass case and a few other food items']",A display case with pizzas and calzones.,2.433927536010742,3991.41943359375
28,"['An old wooden  clock attached to the wall', 'A large brown wooden clock mounted to a wall.', 'The grandfather clock is many years old and worn.', 'A very old antique clock on a wall.', 'An old clock hangs on the wall and gives the time.']",A wooden clock with Roman numerals and a black base.,2.9956915378570557,3991.42822265625
29,"['A woman posing in front of a sculpture at a bar.', 'A woman smiling for the camera in front of a wall clock', 'A woman smiling near a large clock on the wall.', 'A woman standing in front of a fiber optic tree.', 'A woman smiles at an evening event in front of a clock.']",A woman with a headpiece smiles at the camera.,3.329404830932617,3980.79931640625
30,"['A dog lays in a room with a desk and shelves of files and books.', 'A classroom has letters on the wall and a dog on the floor.', 'A room with woman at a desk next to a brown dog laying on the floor.', 'A room full of shelving and many supplies', 'A dog lies near the table next to bookshelves.']",A woman sits at a desk in an office with the letters HDD on the wall.,4.022036075592041,3991.427734375
31,"['A woman dressed up in a costume talking on a cell phone.', 'A woman in a costume speaks on a cellphone. ', 'A women in costume who is talking on a cell phone. ', 'A woman on a cell phone with a group of people.', 'The woman wearing a costume among others is using a cell phone.']",A woman dressed as Cleopatra is talking on her cell phone while surrounded by other people.,4.446975946426392,3980.80029296875
32,"['a refrigerator in a room next to a wall', 'A black refrigerator in a newly decorated house.', 'A double door refrigerator is standing in a room.', 'Large black two door refrigerator in an apartment under renovation.', 'A large red fridge is sitting on the red carpet. ']",A black refrigerator sitting on the floor in a room with a door open to another room.,4.47359824180603,3991.4375
33,"['A man is taking a photo of a city with his phone.', 'A man taking a picture of the city with his cellphone.', 'The man in the business suit takes a video of city buildings.', 'A man in suit taking a photograph with a cellphone.', 'A business man photographs a city with his cell phone.']",A man in a suit is taking a picture of a city street.,3.3709170818328857,3980.7861328125
34,"['A baby girl is holding a pink brush as she scratches her head. ', 'The young girl is brushing her hair. ', 'A young girl combing her hair with a pink comb.', 'a little girl is holding on to a hair brush', 'A girl grabs her hair and holds onto her hairbrush. ']",A young girl is brushing her hair with a pink brush.,3.14902400970459,3980.7919921875
35,"['Large brick building with towers and clocks in daytime.', ""The cathedral has two clocks on each of it's walls. "", 'Clocks may be seen on all sides of the tower.', 'THIS IS A VERY LARGE AND OLD CLOCK TOWER ON A CHURCH', 'A large building is shown with clocks on the side.']",A clock tower with two clocks on it.,2.6588947772979736,3991.42822265625
36,"['A woman sitting down at a table with pizza.', 'A woman is eating pizza with a fork.', 'She happily downs another piece of their pizza.', 'A woman holding a fork and reaching for a slice of pizza.', 'A woman sitting at a table with two pizzas and a plate on it.']",A woman eating pizza at an outdoor restaurant.,2.487769603729248,4008.09228515625
37,"['A clock town sits in the middle of a city.', 'A very tall clock tower sitting next to other tall buildings.', 'A large old building with a two clocks at the top.', 'a large building that has a clock tower', 'A clock tower with multiple columns in a city.']",a clock tower with two clocks on it.,2.440142869949341,3991.416015625
38,"['A teddy bear and a stuffed monkey sit side by side.', 'THIS IS A CLOSE UP PICTURE OF A STUFFED BEAR AND MONKEY', 'Teddy bear next to monkey in foreground of picture. ', 'A stuffed teddy bear and monkey share the picture.', 'two stuffed animals a bear and a monkey']",A close-up of a brown teddy bear and a monkey toy.,3.5951287746429443,3980.787109375
39,"['Three teddy bears sit on a fake sled in fake snow.', 'a picture of stuffed animals on a sled in a fake winter setting', 'Three teddy bears sit in a sled in fake snow.', 'Three stuffed bears wearing clothes riding on a sled.', 'A set of plush toy teddy bears sitting in a sled.']",A group of stuffed bears in a wooden sleigh.,2.8358054161071777,3991.4169921875
40,"['A pregnant with writing on her stomach while holding a brown teddy bear.', 'a very pregnant woman holing a teddy bear by her belly as writes on her stomach', 'A hand that is holding a stuffed animal and a pencil.', 'Pregnant woman writing on her stomach holding a yellow teddy bear. ', 'A person holding a teddy bear as she writes on her belly.']",A person holding a teddy bear and drawing lines on their belly button with a pencil.,3.9627068042755127,3957.4384765625
41,"['A group of different colored teddy bears sitting on top of a blue table.', 'A table full of different teddy bears with place cards', 'This is a display of various types of collectibles.', 'Stuffed animals are displayed down a table with notecards.', 'Green, yellow, and pink teddy bears sitting on top of a table on display. ']","A row of stuffed animals on a table, including a pink mouse, yellow bear, red bear, and green bear.",5.723384857177734,3956.4296875
42,"['two people at a bar holding drinks ', 'Two  men standing near a bar drinking together', 'Two men that are standing together holding glasses.', 'Two guys are smiling while enjoying a beer.', 'Two men, one holding a baby, enjoy some wine at a wine bar.']",A man in a gray shirt holds a glass of wine while standing next to another man and a baby.,4.846579074859619,3994.56689453125
43,"['a lady that has a bowl in her hand', 'This older photo depicts a woman working in a primitive kitchen.', 'A housewife holds a platter of food in the kitchen.', 'An old photo of a woman in the kitchen', 'The woman is placing a turkey into a black pan.']","An old woman stands in her kitchen, preparing food on the table.",3.4207823276519775,3972.33984375
44,"['A bicycle parked on top of a baby dolls head.', 'A couple of men as one points to the right next to a bicycle.', 'two men standing next to a bike parked on a street corner', 'A couple of people standing next to a bike.', 'There are two men standing next to a bike and a doll.']",Two men stand next to a bicycle and a baby doll on the sidewalk.,4.072698354721069,3980.79052734375
45,"['A bathroom is adorned with beige and white tiles.', 'The shower curtain is centered in the middle of the tub.', 'A bathroom with white fixtures and tile floor', 'A small bathroom with a toilet, shower, and a white curtain.', 'A small bathroom with the shower curtains open.']",A bathroom with a white tub and shower curtain.,2.622182846069336,3991.42333984375
46,"['A woman walking next to a man riding a pink bike.', 'A person walks next to a person who is biking down a city street.', 'Two people walking down the street one of which is riding a pink bike.', 'The bicyclist is busy riding down the brick lined street.', 'A pair of people riding on a bike, down a street.']",A man riding a pink unicycle down the street.,2.8852007389068604,3998.79345703125
47,"['A modern bathroom with square sink and backlit mirror.', 'Brightly lit tiled wall in modern bathroom setting.', 'A white toilet and sink in a room.', 'a bathroom with white and black tile a sink and toilet', 'The corner of a bathroom, showing the sink and toilet.']",A bathroom with marble walls and a white toilet.,3.195553779602051,4008.08251953125
48,"['A bathroom with a sink and television inside of the mirror.', 'A bathroom mirror with the middle cut out and exposed.', 'A bathroom mirror with a black box on it', 'a bathroom with a sink a monitor in the mirror and a tub', 'A large mirror reflecting a bathroom sing counter.']",A bathroom with a sink and mirror.,2.099283456802368,3959.95556640625
49,"['A bathroom with a sliding shower door next to a toilet.', 'A bathroom with green walls and a toilet and a shower.', 'A photograph of a newly remodeled bathroom in a home.', 'A bathroom has green walls and a glass shower door.', 'a bathroom with a sink a mirror a toilet and a shower']",A bathroom with green walls and a white toilet.,2.5438549518585205,3980.76806640625
50,"['A lot of people that are looking at a pool.', 'A dog jumping through the air into a pool.', 'A dog jumping through the air above a pool of water that has been marked for distance, with people watching in the distance.', 'A husky jumping jumping above the water of a pool', 'A dog competing in a long jump in to water contest']","A dog leaps into the air above a pool, with spectators watching from the sidelines.",4.014715909957886,3991.4150390625
51,"['A white toilet sitting next to a bath tub filled with paintings.', 'a bathtub with several large paintings in it', 'A bathroom view with a toilet and picture frames inside a tub.', 'Framed artwork and paintings stored vertically in an old bathtub', 'Someone put their art collection in their bath tub.']","A bathroom with a bathtub, toilet and framed portrait of a man.",3.7614495754241943,3958.7119140625
52,"['A person on a motorcycle in the dirt doing tricks. ', 'A boy on a motocross motorcycle flying through the air.', 'Kid jumps a hill while riding on dirt bike', 'A professional photograph of a motorcycle rider in the air.', 'A boy is jumping in the air on his dirt bike.']","A dirt bike rider in green gear and helmet jumps over a dirt hill, surrounded by orange cones on a dirt track.",5.1625893115997314,3960.9462890625
53,"['A man holding holding a giant remote control.', 'A man stands next to a copier machine', 'Electronic wand displayed for modern type of toilet.', 'Someone demonstrating how a remote control toilet works.', 'Someone holding up a remote with six buttons.']",A person holding a remote control over a Sony device.,2.9810378551483154,3991.42578125
54,"['a toilet with writing under the lid ', 'Handicapped restroom with open toilet and black and white spotted floor.', 'A bathroom with a soap dispenser, toilet and rolls of toilet paper.', 'There are two rolls of toilet paper and a hand dispenser on the bathroom wall.', 'A toilet in a small room with a two-roll dispenser for toilet paper.']",A white toilet with a paper towel dispenser on the wall next to it.,3.6532182693481445,3960.384765625
55,"['An office cubicle with four different types of computers.', 'The home office space seems to be very cluttered.', 'an office with desk computer and chair and laptop.', 'Office setting with a lot of computer screens.', 'A desk and chair in an office cubicle.']","A messy office cubicle with a desk, computer monitors, and various items scattered around.",4.085017442703247,3976.83544921875
56,"['A smiling man holds a bunch of freshly picked bananas', 'A man standing holding a bunch of bananas.', 'A smiling man in a jungle holds a bunch of plant parts.', 'A man holding a bunch of ripe bananas.', 'A man is holding a bunch of bananas.']",A man holds a bunch of bananas in front of a wooden fence.,3.6694865226745605,3991.42236328125
57,"['A cat climbing into a cat door on a wall.', 'A picture of a cat on a wall. ', 'A picture of a cat going through a cat door has been put on the wall.', 'A dirty floor and wall with a black kit going into a trap door.', 'Cat going inside house through small opening on door. ']",A black and white cat is painted on a wall.,2.910334348678589,3991.42529296875
58,"['A man rides a large motorcycle on a freeway.', 'A man riding a motorcycle in overcast weather', 'A man rides a yellow motorcycle down a street.', 'A photo taken from a vehicle at a man on a yellow motorcycle.', 'Man with yellow helmet riding a yellow motorcycle']",A person wearing a yellow helmet rides a yellow motorcycle on a rainy day.,3.5322492122650146,3991.4189453125
59,"['A man sitting on one of a group of motorcycles.', 'A MAN IS SMILING SITTING ON A MOTOR BIKE ', 'A middle-aged man leans on a sports bike, smiling', 'A person sits on top of a motorcycle with others.', 'A woman riding on the back of a motorcycle.']","A man sits on a motorcycle in front of a sign that says ""Learner Models New & Used.""",5.515650272369385,3991.435546875
60,"['A television is on a tv stand next to a bureau. ', 'A photo of someone watching TV with their dog.', 'A dog laying on a bed with a television in the background.', 'A dog laying in a room near a television and dresser.', 'A black dog laying down not watching the TV that is turned on.']",A dog watching TV in the living room.,2.555976390838623,4008.1025390625
61,"['Someone has crawled under the plane to check that everything is operational.', 'An airplane on a runway preparing to take off.', 'A small plane with the cockpit open and landing gear down', 'A jet pilot sits in a plane on a tarmac.', 'a small plane is sitting on a runway']",A small silver airplane with the letter G on its tail sits on a runway.,3.7005066871643066,3980.79736328125
62,"['A man sitting on a bench surrounded by pigeons.', 'A man is feeding birds from a park bench', 'A man sits by himself on a bench surrounded by pigeons. ', 'A man sits on a park bench surrounded by pigeons', 'Man on park bench surrounded by some pigeons.']",A man sits on a bench surrounded by pigeons.,2.9807114601135254,3980.865234375
63,"['A man wearing a t-shirt stands in the door way of a white bus.', 'A man in a white tee shirt standing in the door of a bus.', 'A person standing in the doorway of a mass transit vehicle.', 'A young man standing in the doorway of a bus', 'A boy standing in the door of a bus.']",A man in a white shirt stands on the side of a bus with his arms raised.,4.451760530471802,3991.435546875
64,"['A group of giraffes that are standing in the grass.', 'A herd of giraffe standing on to of a grass covered field.', 'Giraffes in a stand of trees stare in the same direction.', 'Three giraffes standing on a plain with a few trees', 'Three giraffes standing in some tall grass with trees.']",A group of giraffes stand in a grassy field with trees in the background.,4.224782705307007,3991.41845703125
65,"['There are two giraffes sitting together in the wild', 'Two Giraffe are out in the wilderness looking at the camera. ', 'Two giraffes are standing in the tall grass.', 'A couple of giraffe standing in a grassy field.', 'Two giraffes standing in a field looking in the same direction.']","Two giraffes stand tall in a grassy field, their long necks reaching towards the sky.",5.3837714195251465,3991.3818359375
66,"['A giraffe examining the back of another giraffe.', 'Two giraffes standing next to each other in a holding pen. ', 'Two giraffe standing next to each other in a field.', 'The two giraffes are standing next to each other outside. ', 'A giraffe and a baby giraffe standing in an enclosure.']","Two giraffes stand side by side in a lush green enclosure, with one adult and one juvenile.",4.712177038192749,3980.7529296875
67,"['A colorful bus parked in a lot beside a tall building with many windows.', 'A bus that is red white and blue with advertising on it driving down the street.', 'A big bus in a parking lot next to a big building ', 'Photograph of an outdoor place with a bus.', 'A city bus in the parking lot of a building. ']",A blue and red bus is parked in front of a building with many windows.,4.392962694168091,4013.7001953125
68,"['an image of two giraffes in a crate', 'Two girrafes sticking their heads through the boards of their stable.', 'The heads of two giraffes sticking out of a building looking around.', 'Two giraffes stick their heads out and get their picture taken.', 'Two zebras stare at the camera in a zoo.']","Two giraffes are looking through a window, one with its head sticking out and the other with its neck visible.",5.469434022903442,3992.328125
69,"['A statue is sitting on a street bench.', 'A bench that has someone in costume sitting on it.', 'Statue of caricature sitting on bench near roadway in urban city.', 'a bench with a statue stting on one side of it ', 'a person in an outfit is sitting on a bench']",A statue of a man sitting on a bench with his arms crossed.,3.501412868499756,3992.3291015625
70,"['People are boarding a bus parked at a stop.', 'A bus stopped at a bus stop, letting people board.', 'Two people about to get on-board a bus. ', 'The bus stopped at the bus stop and people are getting in.', 'A couple of people that are outside a double high bus.']",A yellow double decker bus is parked at a bus stop with two people boarding it.,4.635764122009277,3992.337890625
71,"['A bird is perched on the twig of a tree. ', 'a small bird with brown feathers sitting on a branch next to a green leaf', 'A bird sitting on a tree branch and looking intently.', 'a small bird on a branch in a tree', 'A bird is sitting on a tree branch spreading its tail-feathers.']",A small bird perched on a branch surrounded by green leaves.,3.207394599914551,3980.7958984375
72,"['A fire hydrant and some cars on the side of the street.', 'An open book store on a street corner.', 'There is a sign showing a street running one direction', 'There is a street sign on the corner by a building. ', ""A store on the corner with an American flag flying from it's side.""]",A red car is parked on the street in front of a brick building with an open book sign.,4.8724377155303955,3980.8046875
73,"['A street sign with flags on it and a building in the background.', 'A green pole with street signs attached to it.', 'a street sign with a traffic light underneath', 'Street sign with large buildings in the background', 'A street sign with flags and a high rise building in the background.']",A street sign for Robson St with a Canadian flag in the background.,3.591480255126953,3983.63916015625
74,"['A man with his shirt off sitting by the shoreline sunning himself. ', 'A sign laying on a lush green field near a body of water.', 'Man relaxing near a Trail Closed sign on the ground.', 'A man sitting on a wall next to water next to a barrier', 'A man who is sitting down next to a body of water.']",A man sits on the grass next to a closed trail sign.,3.284353494644165,3980.78564453125
75,"['a black and white photo of a person holding a sign', 'Many people walk on a sidewalk as a man holds a restaurant sign.', 'A man holding a street sign giving directions on a city road', 'Black and white photo of a sidewalk with a person holding a Subway sign in the foreground.', 'a man holds a sign advertising a deli ']",A man holding a subway sign on 8th street.,3.076049327850342,3962.74267578125
76,"['The birds are standing on the grass and dirt.', 'The tall, skinny birds are standing in the grass. ', 'A flock of birds standing on top of a lush green field.', 'Birds with long orange beaks and black and white feathers in a park. ', 'Is anyone familiar with this species of bird?']",A white stork stands in the grass with two other birds nearby.,3.5969009399414062,3980.7685546875
77,"['a lot of trains that are parked next to each other', 'A filtered picture shows the top of trains.', 'A train yard with several parked trains. ', 'A bunch of trains sitting in the middle of a day.', 'An orange color photo of many trains on the tracks.']",A train station with a red hue.,2.3770415782928467,4009.05078125
78,"['A green street sign sitting on top of a pole.', 'An intersection with two street signs near a palm tree. ', ""Street sign at the corner of Ho'ohu and Pe'e roads on Kauai"", 'Two street signs are sitting under power lines and a palm tree.', 'A street sign with a palm tree and blue skies behind it.']",A street sign for Hooihu and Pee Rd 1750 with a palm tree in the background.,5.55446457862854,3980.82568359375
79,"['View of a city skyline and train yard at dusk.', 'A city with skyscrapers, other buildings, and trains.', 'In a city, the buildings are illuminated while trains sit below.', 'An urban skyline with a train-yard in the foreground.', 'A city scape scene with a train yard in the foreground.']",A city skyline with trains in the foreground.,2.6159965991973877,4008.18603515625
80,"['A parking meter at the edge of the ocean with a boat behind it.', 'A parking meter sits next to the water.', 'The ocean sits near a sidewalk and viewing contraption. ', 'a close up of a parking meter near a body of water ', 'A parking meter beside a walkway near the water.']",A parking meter by the water with a message on it.,3.0062613487243652,3980.8056640625
81,"['PEOPLE WAITING IN LINE TO GET FOOD FROM A FOOD TRUCK', 'People line up to buy food from a food truck.', 'people standing in line beside a food truck', 'People are lined up by a red food truck.', 'a line of food trucks and a group of people stand by']",A red food truck with people standing around it.,2.6431241035461426,3992.333984375
82,"['A cat hides underneath the cover of blankets.', 'Small cat under the blankets on a bed. ', 'That looks like it may be hiding under something.', 'I am not sure what this image is.', 'A very cute cat hiding under a blanket.']",A cat peeking out from under a white blanket.,3.4022181034088135,3981.6533203125
83,"['The orange cat is sleepy on the window sill.', 'The cat on the windowsill is relaxing in the sun.', 'A ginger cat is sleeping next to the window.', 'A cat sitting on top of a wooden window sill.', 'A cat is sleeping in a window sill. ']",A cat is sleeping on a windowsill with its eyes closed.,3.2264223098754883,3980.77099609375
84,"['A baby elephant being fed a bottle of milk.', 'An elephant drinking from a white square bottle.', 'The man is feeding the elephant with milk', 'a baby elephant drinking milk out of a bottle', 'A person reading a brown elephant a bottle filled with milk.']",A person is feeding milk to an elephant from a bottle.,2.9986491203308105,3980.77783203125
85,"['A pair of well dressed men kick a soccer ball on the sidewalk.', 'Two men kicking a ball on a city street.', 'A couple of guys are playing ball on a side walk.', 'A couple of men kicking around a soccer ball.', 'Two men are kicking a soccer ball on the city sidewalk. ']",Two men in formal attire play soccer on a city sidewalk.,3.335381269454956,3980.78564453125
86,"['A black and white image of a shipyard with some boats. ', 'Several old boats sitting in an old ship yard.', 'A pier with various boats and ships parked. ', 'A black and white photo of a shipyard.', 'Black and white photo of an old dock with low water.']",A black and white photo of a dock with boats and buildings.,3.1408114433288574,3962.77001953125
87,"['A beach chair and umbrella sit for another day at the beach.', 'The sun is about set on the beach.', 'A empty chair on the beach is under a parasol.  ', 'A beach chair and umbrella sit empty near the water.', 'A beach chair with an umbrella on a beach by the water.']","A beach scene with an umbrella and chairs, the ocean in the background.",3.45923113822937,3960.390625
88,"['Not really a good choice for this shirt and tie combination.', 'A man has a checked shirt and striped tie.', 'A man wearing a collar shirt with a blue tie', 'A man wearing a shirt and a pixilated looking neck tie.', 'A young man is taking a ""selfie"" of himself. ']",A man wearing a blue and black tie with a pixelated design.,3.3902955055236816,3965.4658203125
89,"['A little girl that is standing with an umbrella.', 'A little girl walking down a driveway carrying a pink umbrella.', 'A LITTLE GIRL DRESSED IN PINK ALSO HAS A PINK UMBRELLA', 'A small girl is holding an umbrella over her head', 'A young girl carries and open unbrella while walking down an alley.']",A little girl in pink holding an umbrella walks down a street.,3.4318881034851074,3980.779296875
90,"['A woman sits under the shade of an umbrella at the beach.', 'A woman lying on her back with knees bent on a beach towel under a multicolored, striped beach umbrella, surrounded by sand, and with clear blue sky above.', 'A woman laying on the beach under an umbrella.', 'a woman in glasses bursking under an umbrella', 'A lady laying on a blanket on the beach under an umbrella']",A woman is lying on a towel under an umbrella at the beach.,3.515584707260132,3992.30810546875
91,"['Group of people riding on seats on top of elephants.', 'People riding elephants by using baskets tied to their backs.', 'People having fun riding elephants together at a park ', 'People are sitting on elephants with a little chair.', 'three people riding on the backs of elephants ']",A group of people riding on an elephant in the jungle.,3.0463497638702393,3980.77490234375
92,"['A man holds an umbrella for a new bride', 'A bride and a man wearing a suit holding an umbrella for the bride. ', 'A man holds the umbrella over the bride', 'this is a photo of a man and wife on there wedding day', 'A man holding an umbrella under a fat bride. ']",A bride and groom stand under an umbrella on a grassy lawn.,3.8436882495880127,3980.783203125
93,"['Two women are imposing together as one holds her luggage.', 'A girl making a ""peace sign"" with her hand and a woman holding a big black suitcase.', 'Two girl that are standing next to a suitcase.', 'Two girls standing with their bags and in front of a suitcase. ', 'A woman and girl standing with luggage and giving a peace sign.']","Two women stand at a train station, one with a red shirt and the other in a blue shirt, both carrying luggage.",5.58516263961792,3992.34130859375
94,"['Small girl reaching for her umbrella on a driveway.', 'a little girl grabbing for a pink umbrella ', 'a small child with an open umbrella on the ground', 'A little girl picking up an upside down umbrella by its handle.', 'A very young girl is about to grab and upside down umbrella. ']",A little girl is playing with an umbrella on the sidewalk.,3.639108896255493,3980.798828125
