image_id,references,pred,latency_s,peak_vram_mib
24,"['A bunch of sheep in the snow behind a barbed wire fence.', 'A herd of sheep gather near a fence on a snow covered ground.', 'A group of sheep at a fence in winter.', 'Sheep are standing in the snow behind a wire fence. ', 'A knot of sheep are huddled close and looking out of a barbed wire fence with a frost-covered landscape behind them. ']",Sheep behind a fence in a snowy field.,2.5794098377227783,6524.18505859375
25,"['Two large buses traveling down a busy city street.', 'some cars a red bus and a blue bus', 'A red tour bus driving through the streets', 'Buses and cars on a city street with buildings and palm trees.', 'Street traffic, view of an Alamo Bus, a Gold Coast Tour bus and several cars.']","A red bus with the words ""GOLD COAST TOURS"" on it is driving down a street next to a blue bus.",6.563965559005737,6524.1728515625
26,"['A brown and gold fire hydrant in front of a brick building.', 'A fire hydrant sits in front of a brick building\n', 'The subject of this photo is a fire plug on a city street.', 'A fire hydrant on a side walk in front of a building.', 'A fire hydrant across from a red bricked building. ']",A fire hydrant in front of a brick building.,2.866997480392456,6534.89697265625
27,"['a bus and a car on a city street', 'a bus and some cars parked outside a station', 'A bus and a car travelling in the same direction on a sunny day. ', 'A bus on the side of the road in traffic.', 'A bus parked along the side of a busy street.']",A white bus is parked in front of a building with a blue awning.,4.185361862182617,6524.1845703125
28,"['A bird walking past a white car in a lot', 'This is a picture of a car parked in a handicap space in a lot.', 'A white care is sitting in a handicapped parking spot.', 'There is a car parked in the handicapped spot.', 'A bird near a car parked at the bay']",A white car is parked in a parking lot with a bird standing next to it.,3.9240167140960693,6507.58203125
29,"['a public transit bus on a city street ', 'A large bus and car on a street.', 'A metro bus driving down a fairly busy city street.', 'there is a bus coming up the street next to a car', 'A bus driving down a street next to a SUV.']",A bus and cars on the road.,2.2645111083984375,6520.220703125
30,"['Some street signs near a road with a truck.', 'The street corner of a busy intersection in a town.', 'A road between the buildings where a big car is parked.A water hydrant is also seen.', 'A vehicle crosses an intersection near a building and a bus stop', 'Truck driving through the intersection of Biltmore and Short Coxe Ave.']",A white truck is driving down the street past a fire hydrant and a street sign.,4.838289260864258,6534.8798828125
31,"['a few giraffes that are reaching to eat', 'These giraffes are feeding on hanging plants in a tree', 'Four tall giraffe are looking up to eat from a feeder.', 'four brown and white giraffes eating greens together', 'Four giraffes are reaching in the tree for food.']",Three giraffes eating from a hanging basket.,2.5910913944244385,6524.1953125
32,"['A large white bus sitting in front of a tall building.', 'An SUV is driving past a city bus that is letting passengers on.', 'A bus is stopped to let a passenger get on.', 'A bus boarding at a curb near a drug store. ', 'a bus stops to load and unload passengers']",A bus and a car on the street with a Walgreens Pharmacy sign in the background.,4.584843158721924,6526.35986328125
33,"['A tall clock tower with a statue on top.', 'There is a clock in the top of a tall tower', 'A large clock tower with a gargoyle atop sits in front of a clear blue sky.', 'A large clock tower with a statue on the top.', 'Clock tower with a bronze statue on top on a sunny day. ']",A clock tower with a green statue on top and a blue sky in the background.,4.100309371948242,6534.916015625
34,"['A stop sign on the corner in front of a row of stores.', 'A stop sign in front of a large building.', 'A stop sign with an Arabic translation on it.', 'A stop sign is posted on the corner in two languages.', 'A STOP sign on a city street at night.']","A stop sign with the word ""Stop"" in English and Arabic.",3.4407873153686523,6536.357421875
35,"['A street going trough the center of a small town.', 'A street scene with cars on the road and people on the sidewalk.', 'A large shadow is cast upon a busy street', 'some buildings some trees people and cars and signs', 'A quiet city street shows buildings, cars, and people.']",A busy city street with cars parked on the side and a sign for parking.,3.9734175205230713,6524.171875
36,"['Four children at an outdoor party wearing festive hats.', 'Four children sit eating birthday cake at a picnic table.', 'The children are seated outside at the picnic table to eat the birthday party food.', 'Children at a birthday party sitting at a picnic table.', 'Children gather around the table with party hats on .']",A group of children wearing party hats sit at a table with birthday cake and ice cream.,4.124474048614502,6505.1611328125
37,"['A boat traveling into a water filled tunnel.', 'A speed boat is docked underneath a dark, shadowy bridge.', 'A boat in the water next to a rail in a tunnel.', 'A motorboat docked on a pier under a tunnel.', 'a small boat on a body of water on a harbor']",A boat is docked under an archway in a brick building.,3.9246556758880615,6534.8642578125
38,"['a black and white cat wearing a little purple hat', 'A BLACK AND WHITE CAT HAS A PURPLE HAT ON', ""A cat with a pink and fuzzy hat on it's head."", 'Cat comically wearing a beanie hat looking agitated.', 'a cat wearing a hat on its head ']",A black and white cat wearing a pink hat.,2.666980743408203,6534.87353515625
39,"['A yellow cat is wearing a blue plastic baseball hat.', 'An orange cat wearing a plastic baseball cap.', 'A cat is wearing a plastic baseball cap.', 'An angry cat is wearing a baseball hat sideways.', 'A cat with a Durham Bulls Helmet on its head.']",A cat wearing a blue baseball cap.,2.291252851486206,6534.90380859375
40,"['A black cat with a hat on the ground.', 'A black cay laying on top of a white box.', 'A cat sits inside a box wearing a pirate hat. ', 'A black cat in a box wearing a pirate hat.', 'A cat curled up in a box with a Pirates Hat on.']",A black cat wearing a pirate hat sits in a box.,3.4119958877563477,6534.8974609375
41,"['A white road sign suspended over a highway.', 'a street sign in english and asian writing', 'Some large city signs in front of a big mountain.', 'A street sign has a freeway sign in a different language.', 'Blue mile marker sign advertising two locations in two languages. ']",A blue sign with white writing on it.,2.464264392852783,6537.09033203125
42,"['A family of swans swimming on top of a lake.', 'A group of geese swimming in water near a wooded area.', 'Four geese floating in the middle of a river.', 'ducks in a body of water with trees in the background', 'A gaggle of geese swim in a body of water. ']",Geese swimming in a pond with grass and trees in the background.,3.523118257522583,6534.90380859375
43,"['A man with an umbrella hat stands next to another man.', 'A couple of guys standingoutside in the sun talking to each other.', 'A couple of men standing next to each other on a  tennis court.', 'Man holding a bag and a half in the shape of an umbrella. ', 'Two people standing holding bags and wearing hats.']","Two men walking with luggage, one carrying a colorful umbrella.",3.100419044494629,6534.87646484375
44,"['There is a sign in front of a brick house.', 'a black white and red sign grass and a building', 'A sign that says ""Abbey Road NW8 City of Westminster"".', 'A road sign outside of a building in a city.', 'a sign for abbey road in the city of Westminster ']","""Abbey Road NW8 sign in front of a brick building.""",3.365631580352783,6507.7314453125
45,"['A shot of a road in a city with a no peddling sign.', 'The people are walking down the street in the city. ', ""People walking in a urban area near a 'no peddling' sign"", 'a small group of people on a side walk next to a street sign', 'People are walking on a sidewalk near a sign that says no peddling.']",A no parking sign on a city street.,2.7634713649749756,6505.64794921875
46,"['A train going down the track near a city', 'a big long train that has some storage containers on it', 'A train passing through a station, in the middle of the day.', 'A train carrying freight containers is on the tracks.', 'the train is crossing a street in the city']",A maroon train passes through a railroad crossing with a yellow and black striped barrier.,4.018942832946777,6524.1708984375
47,"['A silver and green train crossing over the tracks', 'A train passes on a bridge atop a street.', 'A large long train on a steel track.', 'The train is going over the busy urban bridge.', 'a green orange and silver train and some cars']",A train passes over a bridge with cars below.,2.64463472366333,6524.16943359375
48,"['An orange and green train reads ""BNSF"" on the side.', 'A train caboose on tracks next to another train.', 'The last car of a train sits on train tracks.', 'Diesel train engine with company logo in train yard.', 'This train car has letters and numbers on it.']",A train with the letters BNSF on it.,3.2049179077148438,6501.05908203125
49,"['The stop sign is visible for everyone to see.', 'A close up view of a stop sign in a neighborhood.', 'A Stop sign with rain drops on it near some buildings.', 'A red stop sign sitting on top of a metal pole.', 'there is a very close-up view of a stop sign']",A red stop sign with white letters stands in front of palm trees and buildings.,3.9000229835510254,6534.8525390625
50,"['A red stop sign behind a chain link fence.', 'A stop sign behind a green chain link fence.', 'A gated grassy noel has a shorted stop sign stuck in part of the land.', 'The stop sign is behind the fence instead of on the street.', 'a stop sign is in grass behind a fence']",A stop sign is attached to a chain link fence.,3.154940366744995,6534.8544921875
51,"['A person holds a bag while walking on train tracks.', 'A man is seen walking on tracks next to a train.', 'Rear view of a man with a sack walking on railroad track next to a train.', 'A man holding something in his hands while walking on the train track while the sun shines on him', 'A man carrying a bag walking down the train tracks. ']",A person standing on train tracks looking at a train.,3.0614070892333984,6561.5009765625
52,"['A red stop sign sitting under a couple of street signs.', 'A stop sign is posted next to a parking lot.', 'a top sign sitting in a parking lot full of cars', 'A stop sign stands at the corner of Sutter Street.', 'a red stop sign with a street sign attached']",A stop sign in front of a parking lot with cars and trees behind it.,3.8296680450439453,6524.19189453125
53,"[' a passenger train sitting on a track next to a building ', 'A train is in the train station with the lights on.', 'A passenger sign on the tracks at a station.', 'A train that is at a train station at night time. ', 'Passenger rail train traveling through tunnel with lights in.']",A train is parked at a station at night.,3.1051242351531982,6524.1748046875
54,"['A person looking at a train going by.', 'A train is passing by while an onlooker is standing next to track.', 'A man standing in front of the Amtrak train.', 'An Amtrack train is on the railroad tracks.', 'A train on train tracks with a person in the foreground.']",A man stands on the street as an Amtrak train passes by.,3.4793384075164795,6524.177734375
55,"['A decorated truck is parked at a curb near a building.', 'A delivery box truck with a painting going around it.', 'a brightly painted truck on a city street', 'A black and red truck with artwork is parked near a sidewalk on a street.', 'This is a picture of a interesting mural on a truck.']",A truck with a large mural of a man playing the saxophone on its side.,4.714710712432861,6534.888671875
56,"['Cows lounge in a field with a mountain backdrop.', 'A VERY BIG MOUNTAIN AND ANIMALS SPREAD ACROSS A FARM.', 'Several herd animals are on the grass by a mountain.', 'Cattle on a level pasture in a mountainous area.', 'A bunch of cattle relax in a pasture located in the mountains']",A herd of cows graze in a lush green field with mountains in the background.,3.9936327934265137,6524.21044921875
57,"['Grey cat laying on a green floor near a sandel.', 'The grey and white cat is beside a rubber show.', 'A young cat on a mat with a flip flop shoe.', 'A small gray and white cat laying on the floor', 'White and grey kitten lying on a messy green carpet.']",A gray and white cat lounging on a green carpet next to a blue sandal.,4.401357412338257,6534.88134765625
58,"['A bunch of cows that are standing in the grass.', 'a number of cows behind a fence near one another ', 'a bunch of cows are in a grassy field', 'The men are checking in on the herd of cows.', 'Two men are standing near the pasture of cows.']",A group of people and a dog stand in a field with a herd of cows.,3.9193320274353027,6501.53857421875
59,"['Couple of cats sleeping on opposite ends of the couch', 'Two cats laying on the floor and sleeping.', 'Cats curled up and lazing on a couch', 'Two cats sleeping on a sofa inside a house.', 'Three cats are napping on the carpeted floor.']",Two cats laying on a couch.,2.0918843746185303,6534.86083984375
60,"['A fat orange cat on a couch beside a TV remote', 'A cat sits on a couch beside a notebook computer.', 'A orange cat is laying on a grey sofa.', 'a cat on a couch in front of a laptop', 'A cat lying on a sofa in front of a computer.']",A cat sits on a couch next to a laptop and remote control.,4.050909996032715,6524.173828125
61,"['A city street filled with lots of traffic and lined with buildings.', 'Semi carrying cars on busy road in city near white car. ', 'Traffic is traveling both ways on the busy streeet.', 'Traffic can be seen far down the road in this photograph.', 'A busy highway is being viewed from a distance.']",A busy city street with cars and trucks driving down it.,3.052549362182617,6524.17919921875
62,"['A cow that is leaning under a metal wall.', 'A cow peaking its head into a room that contains mechanical equipment.', 'A cow is looking through a gap into some machinery.', 'A very cute cow by a big metal piece of equipment.', 'Cow looking into the bottom of a machine.']",A cow is being milked by an automated milking machine.,3.198550224304199,6524.19384765625
63,"['A cat sleeping on a bed next to a laptop computer.', 'A small kitten lies next to a laptop.', 'A cat laying on a bed next to a laptop.', 'a close up of a cat laying next to a laptop', 'An orange cat with pointy ears is on a bed, with a laptop computer nearby.']",A cat lounges on a plaid pillow next to an open laptop.,3.9462249279022217,6524.19287109375
64,"['A laptop and planner sitting on a cluttered desk.', 'A wooden desk that is very cluttered with items.', 'A cat sleeping on a desk next to an open laptop.', 'A quite cluttered desk with a lap and many other office material, plus a cat. ', 'A view of a laptop sitting on a desk with clutter around it.']","A cluttered desk with a laptop, various items, and a cat.",3.632594347000122,6534.87060546875
65,"[""A man driving a small boat with a dog sitting on it's front end."", 'A dog standing on a boat that a man is piloting through the water.', 'A man driving a boat with his dog looking out over the bow.', 'A man and a dog on a small boat.', 'A man in a hat and glasses is sitting on a boat with a dog.']","A man in a yellow shirt and red hat sits on a small boat with his dog standing beside him, both looking out at the water.",6.828729867935181,6524.18212890625
66,"['a cat is on a table next to a remote', 'The black cat with white patches is sitting beside a remote control.', 'A black and white cat laying on white blanket next to a remote.', 'A black and white cat laying next to a remote control.', 'a cat sits in front of a remote control ']",A black and white cat sits on a bed next to a remote control.,3.6877849102020264,6534.8984375
67,"['Photography equipment and a light sitting in a room.', 'A large umbrella set up with a black light.', 'A light that is sitting underneath a umbrella.', 'It is a lighting rig setup by a photographer ', 'A digital camera beside an umbrella type photography lighting equipment']",A silver umbrella with a camera attached to it.,3.3087258338928223,6525.43505859375
68,"['Three elephants in a grassy area with trees around.', 'A group of elephant walking in a forest.', 'The elephants think they are hiding behind those trees, but I can still see them.', 'A herd of wild animals walking across a dry grass park.', 'The elephants are walking through the trees in the shade.']",elephants in the forest,1.640756607055664,6524.19140625
69,"['four men are posing for a picture at an event', 'Four men are standing together behind a group of red chairs.', 'A group of older man standing next to each other.', 'Four gentleman posing for a picture at a cocktail party.', 'A group of four older men posing for a photo.']",Four men standing together in a room.,2.34901762008667,6546.61572265625
70,"['A cat is observing the dishwasher in the kitchen. ', 'A small cat is looking up at a stove top.', ""A cat looks up at the stove and is reflected in the oven's glass. "", 'A cat is looking up at an oven.', 'A brown cat is sitting on a wood floor.']",A cat sits on the floor looking at its reflection in an oven door.,4.300678730010986,6524.18115234375
71,"['A crowded airport filled with people carrying luggage.', 'Travelers making their way through a busy transport hub.', 'An airport lobby in which several people stroll by with their luggage.', 'An airport terminal with many people carrying their luggage.', 'A busy airport with many people walking around.']",A group of people walking through an airport terminal with luggage.,3.146132707595825,6534.87548828125
72,"['Two people are riding elephants beside some trees.', 'A man in helmet riding an elephant next to trees.', 'A man that is on the back of a elephant.', ""A man rides on top of an elephant's back."", 'people riding on the backs of some elephants ']",An elephant with a rider on its back in a forested area.,3.5452072620391846,6534.90185546875
73,"['A man walking down the street carrying a suitcase.', 'A man is holding a suitcase at a city intersection.', 'A person standing by a light post holding a large suitcase.', 'A man is carrying a suitcase through the street', 'two men walking down a city streen next to a blue pole.']",A man in jeans and a black shirt is walking down the street with a suitcase.,4.183985710144043,6484.2802734375
74,"['A pair of shoes flips over a skateboard on a road. ', 'A skateboard turned upside down in a street with shoes hovering over it ', 'A skateboard flipping over a road with two shoes but no person.', 'The upturned skateboard is below a floating pair of shoes.', 'A pair of shoes that are next to a skateboard.']",A skateboard with shoes on top of it is in mid-air over a road.,3.9343719482421875,6524.1708984375
75,"['Three brown bears looking out a cage at the ground below.', 'Three bears stand together near a fence. ', 'A family of bears in front of a fence at a humane facility.', 'Three brown bears are looking outside their enclosure.', 'brown bears standing around looking at a metal fence']",Three bears standing behind a fence.,2.652299642562866,6524.17529296875
76,"['A zebra is next to fences standing on white ground.', 'A zebra standing in an enclosed area with fences.', 'The stripes on the zebra almost disappear on its legs.', 'A zebra standing on the ground inside a fence.', 'A zebra standing over a puddle in an enclosure.']",A zebra stands in a sandy enclosure with a wooden fence behind it.,3.6648871898651123,6534.8515625
77,"['A horse pulling  carriage travels through a busy area in a city', 'A horse is pulling something down a residential street.', 'A large set of horses carrying a carriage down a street.', 'A couple of brown horses walking down a street next to buildings.', 'A horse stands on the side of the road with a harness on.']",A horse is pulling a carriage down a street with people walking on the sidewalk.,4.101073265075684,6534.86279296875
78,"['A woman holding a small cake with lit candles.', ""Woman holding a small birthday cake rides a coin-operated children's ride in a convenience store."", ""A woman is sitting on a kid's horse ride at a store holding a cake with candles."", 'A girl holding a plate with a cake and candles.', 'A woman holds a cake with candles while riding a mechanical horse in a store.']",A woman is riding a toy horse with a birthday cake on it.,3.508082389831543,6534.8984375
79,"['People are riding horses down a beach next to the water.', 'A group of men riding horses on a beach.', 'People wearing jackets are riding horses on the beach.', 'Men on horse back riding on the beach', 'The group of friends is riding down the beach.']",Four people riding horses on the beach.,2.240002155303955,6524.2001953125
80,"['Four people on horses walking on beach next to water.', 'Four people mounted on horses riding on the beach.', 'The men are riding their horses down the beach. ', 'Four riders are on horses on the beach.', 'A group of people are riding horses on a beach.']",Three people riding horses on the beach.,2.407367706298828,6524.14501953125
81,"['Two zebras standing side by side in a field. ', 'Two zebras facing opposite directions in a grassy field.', 'Two zebras standing next to each other in a field.', 'Two zebras stand together on a dirt area near short grass.', 'Two zebra standing next to each other on a field.']",Two zebras standing side by side in a grassy field.,3.235372543334961,6524.14794921875
82,"['A herd of zebras standing on a sandy platform near a small body of water.', 'A herd of zebra next to small watering hole.', 'A group of zebras standing by a water hole.', 'a herd of zebras drinking water from a small pond near dirt and shrubs', 'A large herd of zebra gathering around a watering hole']",A herd of zebras drinking from a watering hole in the wild.,3.372283935546875,6500.63916015625
83,"['A woman standing in front of a fruit stand.', 'A man at a fruit stand with a woman beside him.', 'A produce vendor and a customer on a sidewalk.', 'An Indian woman stands in front of a man selling his fruit', 'a bunch of food is on sale at a market']","A man and woman stand next to a fruit stand selling apples, oranges, bananas, and lemons.",5.486753940582275,6537.9921875
84,"['A girl smiles while holding a baseball glove.', 'a little girl wearing a base ball glove', 'A girl who is wearing a baseball glove.', 'A YOUNG GIRL PRACTICING BALL IS HOLDING HER MIT', 'The girl with the baseball mitt is smiling. ']",A young girl in a purple shirt holds a baseball glove.,3.095388650894165,6542.80078125
85,"['Several people in skis standing on a snow covered incline.', 'Several skiers are on the side of a steep slope.', 'Three skiers skiing down a steep snowy slope.', 'a number of people riding skis on a snowy surface ', 'A group of people on the steep slope of a mountain']",A group of skiers on a snowy slope with mountains in the background.,4.363849639892578,6552.71923828125
86,"['A person on some skis in the water.', 'a water skier in a red and white shirt and hat', 'A young man on water skis at competition.', 'A boy wearing  skating boats in water', 'A person engaging in a water sport with skis on. ']",A man in a red and white striped shirt snowboards down a ramp.,3.564429521560669,6524.16455078125
87,"['a close up of two bananas with bottles in the background', 'Three bottles of beer sitting on a wooden table next to bananas.', 'Three bottles of beer and two bananas on a counter.', 'A row of beer bottles and bananas on a wooden counter.', 'A variety of beer sitting behind some bananas.']",Three bottles of beer and two bananas on a table.,2.921553611755371,6540.83056640625
88,"['A white plate served on a multi colored table cloth', 'The plate is full of broccoli, potatoes, and meat.', 'A plate with a meal of meat, potatoes, carrots, and broccoli. ', 'The meal features steak and potatoes on the plate..', 'A plate on a table with with different types of food.']",A steak with vegetables on a plate.,2.516387462615967,6503.98876953125
89,"['A group of baseball players standing on top of a field.', 'people playing a baseball and many people watching', 'A baseball game and the catcher just threw the ball.', 'a catcher and umpire standing on a baseball field', 'The catcher races from behind homeplate onto the field.']",A baseball player runs to home plate as the umpire watches.,3.252159833908081,6524.16650390625
90,"['a lady that is on some skies on some snow', 'A woman standing on a  mountain with skis and poles.', 'A woman is standing in the snow wearing a pair of skis.', ""A woman on ski's standing in the snow."", 'A woman posing on skis with a ski lift in the background.']",A girl in blue overalls and ski boots stands on skis with two ski poles.,4.440142869949341,6528.47900390625
91,"['a person standing next to a person getting ready to catch a ball', ""A catcher with a catcher's mitt on squatting behind a baseball player."", 'The home plate with the back catcher and someone ready to bat.', 'A catcher crouched behind a baseball player at bat.', 'A man standing next to a base on a baseball field.']","A baseball player in a catcher's mitt stands near home plate, ready to catch the ball.",4.283345699310303,6505.07763671875
92,"['Four picture collage of a snowboarder wearing a red jacket and brown pants going down a snowy mountain side.', 'Four persons are skating on the skate board on snow.', 'Four photographs of a person in red jacket snowboarding.', 'A snow boarder wearing red snow gear carving down a mountain.', 'Different angles of a person who is using a snowboard. ']","A snowboarder in a red jacket and black pants is riding down a snowy slope, with three different angles of the same action captured in the image.",7.3468568325042725,6524.15234375
93,"['a man that is snowboarding down a snowy hill', 'there is a snowboarder coming down a very steep hill', 'A snowboarder headed down a hill in front of trees.', 'a person riding a snow board on a snowy surface', 'Snowboarder going down a slope with trees in the background']","A snowboarder in colorful pants and a blue jacket stands on a snowy slope, surrounded by snow-covered trees.",5.1865739822387695,6534.83056640625
94,"['A person on skateboard skating on the pavement.', 'A man on a skateboard is using his phone.', 'A man wearing sunglasses getting ready to ride a skate board.', 'A man skateboards on a skateboard in a concrete area', 'A man seems to be disguised as Marty McFly here, from Back to the Future. ']",A man in a red vest and jeans is skateboarding on a sidewalk.,4.217698812484741,6534.86669921875
95,"['A man is doing a trick on a sidewalk curb.', 'A person doing a trick on a skateboard', 'A black and white photo of a man doing a trick on his skateboard.', 'a man skating on a drying ground with his hands up', 'A person jumping up in the air on a skateboard.']",A skateboarder performs a trick on a sidewalk in front of a building with Chinese characters.,4.252673864364624,6520.23583984375
96,"['The two cats are laying beside of the computer on the keyboard.', 'Two cats are laying on the keyboard of a computer. ', 'A black and white cat laying next to a  black cat on a computer keyboard.', 'Two cats laying on a keyboard in front of a monitor.', 'Two black and white cats are on a keyboard.']",A black and white cat lounges on a desk next to an Apple computer.,4.338122367858887,6504.43408203125
97,"['A man that has a skateboard in the air.', 'A MAN IS JUMPING ON HIS SKATE BOARD IN THE SKY ', 'A boy jumping on a brick patterned ramp on his skateboard. ', 'A photo of a man doing a trick on his skateboard.', 'A man makes a jump on his skateboard before a crowd.']",A skateboarder in mid-air above a brick wall.,2.734724760055542,6504.4560546875
