image_id,references,pred,latency_s,peak_vram_mib
10,"['People are walking and riding motorcycles on the street', 'A group of motorists pass very large buildings in asia. ', 'A bunch of bikers are gathered on a city street. ', 'people ride their motorcycles beside some cars, passing by an empty street with stores and apartment buildings', 'A view of motorcyclists riding their bikes through heavy city traffic.']",A busy street with people riding motorcycles and cars.,2.3099658489227295,7493.8662109375
11,"['a person sitting at a desk with a keyboard and monitor ', 'a woman at her desk sits intently and happy', 'A woman sitting at a desk in her work station', 'The woman is working on her computer at the desk.', 'a woman is sitting in front of a desk']",A woman sits at her desk in front of an iMac computer.,2.768202543258667,7578.927734375
12,"['A building wall and pair of doors that are open, along with vases of flowers on the outside of the building.', 'a building with dirty walls and dirty doors', 'a run down building with two planters outside the door', 'a yellow and brown wall a gray door and a sign ', 'A plaster external wall with multiple old paper images attached.']",A doorway with plaques and flowers on either side.,2.1222176551818848,7379.2958984375
13,"['A fluffy white chair that faces away fro a television.', 'A pillow covered reading chair in the corner of the living room', 'The living room is empty with the television on. ', 'White ornate seat in nicely decorated room with television.', 'A white chair, books and shelves and a tv on in this room.']",A white chair in front of a TV and bookcase.,2.005052089691162,7332.4814453125
14,"['A painting of a table with fruit on top of it.', 'Painting of oranges, a bowl, candle, and a pitcher', 'a painting of fruit and a candle with a vase', 'A painting of a candlestick holder with a candle, several pieces of fruit and a vase, with a gold frame around the painting.', 'A painting that has a gold frame on it.']","A painting of a pitcher, candlestick, and oranges on a table.",2.870042324066162,7622.71728515625
15,"['A large jetliner sitting on top of an airport runway.', 'Airline employees by an aircraft parked at the gate', 'The plane is parked at the gate at the airport terminal.', 'View from gate of jet connected to jet way for passengers to board or deplane', 'A large white airplane and a person on a lot.']",A man in a suit walks past an airplane on the tarmac.,4.219890117645264,7534.0771484375
16,"['Set of toy animals sitting in front of a red wooden wagon.', 'Several toy animals - a bull, giraffe, deer and parakeet.', 'Some toy animals on the ground near a picture', ""Children's toy animals are strewn across a floor."", 'A display of vintage animal toys on the floor.']","A toy giraffe, cow, and deer stand in front of a toy truck.",3.1335060596466064,7578.927734375
17,"[' a bench sitting in the grass facing the water and boats ', 'A wooden bench overlooking a harbor beneath a cloudy sky.', 'A beach has a grassy area with a park beach.', 'A bench that is sitting in the grass.', 'A bench at the beach next to the sea']",A bench sits on the grass overlooking a beach and ocean with boats in the distance.,2.935420036315918,7578.927734375
18,"['a flock of goats and some men watching them', 'a man and a large herd of goats in a desert setting.', 'The nomadic sheepherd walks behind a large group of livestock in their desert habitat.', 'A man is herding his goats is the desert', 'Men keep watch on a herd of goats.']",A man herds a flock of goats in the desert.,2.420997142791748,7493.8662109375
19,"['Several cars are parked in front of a building.', 'A green car has parked on the curb in a parking lot', 'Small parking lot of cars in front of a stone building.', 'Cars are parked on the the street in front of the building.', 'Cars are parked on the street near an old building.']",A busy street with cars parked on the side of the road.,2.7608518600463867,7578.927734375
20,"['A political candidate advertisement on the side of a coach bus.', ""Here is Massachusettes candidate Scott Brown's campaign trailer."", 'a large bus with a political ad on the side of it', 'A tour bus with advertisement on the side of it', 'a large campaign trailer parked in a parking lot.']",A blue Scott Brown campaign bus is parked next to a street sign.,2.90120792388916,7578.927734375
21,"['A bus traveling down a curvy road behind a black car.', 'A group of people cross the curved street.', 'A curve in a city road with a bus following a car and people walking on the side.', 'A group of people walk alongside the road.', 'A fish eye view of a bus rounding a curve on a city street.']",A yellow bus is on the road with people walking in front of it.,2.891054153442383,7578.927734375
22,"['Two buses parked in a parking lot next to cars.', 'People crossing a busy city street full of vehicles.', 'A couple of people are crossing a busy street', 'Pedestrians crossing a street between buses and cars. ', 'A street with two busses and people walking.']",People crossing the street in front of a blue bus and a red and white trolley.,2.7635483741760254,7493.8662109375
23,"['A bus traveling on a freeway next to other traffic.', 'A bus and other cars driving down a multi-laned street .', 'A white bus driving on a four lane road.', 'City bus next to traffic cones in the far right lane of a busy freeway.', 'A white with red striped bus drives down the slow lane on a freeway surrounded by several other cars.']",A bus is driving down the road with other cars behind it.,2.7444214820861816,7493.8662109375
24,"['A yellow taxi cab sitting below tall buildings.', 'A picture of an animal is on a pole and next to it is a yellow taxi.', 'a couple of yellow signs are near a taxi', 'ON A CITY ROAD THERE IS LOTS OF TAXIS', 'Two guiding signs are pictured in front of a busy street.']",A street sign with two pictures of lions on it.,2.493497610092163,7493.8662109375
25,"['A No bicycles, skates or skateboards sign on a pole.', 'a close up of a vandalized street sign', 'A street sign prohibiting bicycles, skates, and skateboards.', 'A street sign mounted to the side of a pole.', 'A sign prohibiting skating on the sidewalk with black and red writing.']","A sign that says no bicycles, skates or skateboards on sidewalks in this area.",3.0867390632629395,7578.927734375
26,"['two giraffes are standing together outside a barn', 'A mother giraffe is standing with a baby giraffe.', 'The smaller giraffe is standing next to the larger giraffe.', 'Two giraffes in a sanctuary standing close to the wall', 'Two giraffes, one grown and one baby, standing next to each other']",Two giraffes standing next to each other in front of a wooden wall.,2.339540719985962,7404.53955078125
27,"[""An older woman riding a train while sitting under it's window."", 'A woman with an umbrella on a commuter train takes a snooze', 'There is a woman sitting alone on a train next to a bag', 'A man sitting on a bench with a shopping bag next to him on a train.', 'A woman with a cane and shopping bag sitting']",A man sits on a train with an umbrella and a white bag beside him.,2.9441065788269043,7493.8662109375
28,"['A woman sitting in front of the Eiffel tower near pigeons.', 'A woman sitting on ledge with three pigeons, with gate railing, trees, and base of the Eiffel Tower behind.', 'A man sitting on cement by some birds', 'a woman seated on wall and birds besides her', 'A woman is sitting near a prominent landmark.']",A woman sits on a ledge with the Eiffel Tower in the background.,2.7466044425964355,7493.8662109375
29,"['A large wooden pole with a green street sign hanging from it.', 'street signs on the corner of Gladys and Detroit', 'The signs give the street names and show where to park.', 'A wooden utility pole sports several street signs.', 'The street signs for Gladys and Detroit streets are attached to a wooden pole.']",A parking sign on a pole with the word Gladys underneath it.,3.6612982749938965,7882.09033203125
30,"['Three birds walking around a dry grass field.', 'There are 3 female peacocks together walking around.', 'three strange looking birds walking on the grass', 'Three birds huddled together in a open field.', 'Three wild turkeys on top of the dried pasture.']",Three birds walking on the ground.,2.5970873832702637,7578.927734375
31,"['A train traveling down tracks next to lights.', 'A blue and silver train next to train station and trees.', 'A blue train is next to a sidewalk on the rails.', 'A passenger train pulls into a train station.', 'A train coming down the tracks arriving at a station.']",A train is on the tracks at a station with trees in the background.,3.045973777770996,7578.927734375
32,"['A train going back to its coarse filled with people.', 'A blue commuter train traveling towards a train tunnel.', 'Blue train car sitting on a train track near tunnel.', 'A train with people inside is about to go into a tunnel.', 'A blue train on some train tracks about to go under a bridge']",A blue train is stopped at the tracks with a tunnel in the background.,2.652810573577881,7456.91162109375
33,"['A stop sign has been placed upside-down in the grass beside a building. ', 'A stop sighn is propped up against the side of a building.', 'A red stop sign sitting on the floor next to a wall.', 'Road sigh on wooden pole shown upside down next to white wall.', 'A stop sign standing up against a wall.']",A stop sign is hanging on the side of a door.,4.1155455112457275,7493.8662109375
34,"['a stop sign sittin on a pole that is somewhat broken ', 'A stop sign on a broken post across the street from houses.', 'A broken telephone pole in a neighborhood with a stop sign attached to it.', 'A stop sign is on a dented wooden pole.', 'A stop sign that is attached to a broken wooden pole.']",A stop sign is attached to a wooden pole in front of a house.,4.805964231491089,7578.927734375
35,"['A stop sign is lit up in the dark of night.', 'A red stop sign sitting on the side of a dark road.', 'A red stop sign is glowing against the dark sky.', 'A stop sign on the side of a street.', 'a vandalized stop sign in the dark with a sky background']",A stop sign with the word Voldemort written on it.,2.7603724002838135,7578.927734375
36,"['A dog and cat lying  together on an orange couch. ', 'A dog and a cat curled up together on a couch.', 'A cat and dog napping together on the couch.', 'A dog and cat are sleeping together on an orange couch.', 'A cat and a dog rest together on a hideous orange couch.']",A dog and cat laying on a couch together.,2.410571575164795,7493.8662109375
37,"['Two cats sitting on top of a pair of shoes.', ""Two cats are outside and perched on someone's sneakers."", 'Two cats are sitting on a pair of shoes outdoors.', 'Two striped cats lying with two sneakers on a ledge.', 'Orange and brown cat sitting on top of white shoes. ']",Two cats sitting on a pair of white sneakers.,2.2726540565490723,7420.41748046875
38,"['A cat laying on clothes that are in a suitcase. ', 'A cat that is laying in a piece of luggage. ', 'A cat is laying in an open suitcase on top of some clothes.', 'A view of a cat lying in a open suitcase.', 'An orange and white cat laying on top of a bag of luggage.']",An orange and white cat sits on top of a suitcase.,2.357543706893921,7332.4814453125
39,"['A herd of cattle grazing on a lush green field.', 'There are two cows in this grassy field.', 'some black cattle are grazing in a green field', 'Cattle are grazing in a bright green pasture along a river and mountains.', 'A few cows grazing in a field near trees.']",Two cows grazing in a field with trees and mountains in the background.,2.8856306076049805,7578.927734375
40,"['two cows outside one laying down and the other standing near a building ', 'The white scared cow in a Tibetan city.', 'A cow standing in a grassy open field.', 'A herd of cattle sitting and standing on a lush green field.', 'There white cows in grassy area with temples in background.']",A white cow stands in a lush green field with a golden pagoda in the background.,2.8203470706939697,7493.8662109375
41,"['An orange and white cat standing in front of a flat screen TV', 'A cat climbing on top of a shelf with a tv', 'A cat is standing on top of a shelf and staring down.', 'A cat standing in front of a tv on a tv stand.', 'A cat perches on top of an entertainment center in front of a TV.']",A cat is sitting on top of a TV stand.,2.765007257461548,7578.927734375
42,"['A cat sitting beside a laptop on a desk.', 'A curious cat looking upward by a laptop screen.', 'A picture of a cat staring at the ceiling. ', 'a white and black cat looking up in the air in front of a desktop computer.', 'The grey and white cat stares up near a laptop.']",A cat is sitting on a desk looking at a laptop screen.,2.348952054977417,7332.4814453125
43,"['An image of a very cute girl with face piercings.', 'Painting of girl that has multiple piercings on face', 'A young brunette woman with multiple face piercings.', 'A young woman with green eyes and piercings all over her face.', 'A drawing of a young woman with many facial piercings.']",A woman with piercings and red hair.,2.5882556438446045,7534.0771484375
44,"['A group of people who are standing together.', 'a group of people that are standing up outside', 'a group of people are all gathered together outside', 'A crowd of people gather around the unwrapping of an item.', 'The crowd is looking at something covered in white cloth.']",A group of people gather around a man in a blue jacket who is holding a white cloth.,2.8446006774902344,7493.8662109375
45,"['A yacht with people is near a pier on clear water.', 'A group of people mingle on a yacht beside the coast.', 'People are getting off a boat on a rocky island.', 'People aboard and boarding a party boat in the water.', 'A pontoon boat ferry full of passengers pushes off from shore. ']",A large boat is docked at a rocky shore.,3.1957428455352783,7770.0087890625
46,"['some elephants and one is by some water', 'A elephant drinks from a stream with several other elephants walking in the background.', 'One elephant standing away from the rest of the herd, drinking water.', 'An elephant drinking water while the rest of the herd is walking in dry grass.', 'A group of elephants with water in front and trees behind.']",elephants in the wild near water,2.600670337677002,7578.927734375
47,"['there are two large boats that are in the water ', 'Some very nice looking boats in the water.', 'Two large ferries passing by each other in a city scape,', 'Two long boats are sailing near a large bridge. ', 'Scenic boats daily travel the Thames in England.']",A ferry boat on the water with a ferris wheel in the background.,2.639234781265259,7493.8662109375
48,"['An elephant standing under the shade of a tree.', 'An elephant standing in the middle of a rocky environment.', 'An elephant is alone in a wooded enclosure.', 'An elephant standing in a shaded cleaning in a wooded area.', 'An elephant walks alone past some big rocks boulders in an open field']",An elephant stands in the shade of a tree.,2.2506256103515625,7420.41748046875
49,"['A black and white image with a colored british flag umbrella', 'A lady in a crowd holding an umbrella with a British flag design.', 'Color corrected photograph of a person carrying a red, white and blue umbrella.', 'A colorful umbrella in the center of a black and white picture of a busy city side walk.', 'A group of people walking on the street in a city.']",A woman holds a Union Jack umbrella as she walks down the street.,3.860278606414795,7882.09033203125
50,"['There is an elephant standing near a tree.', 'An elephant in a grassy field with trees', 'A large tusked elephant walking in a wooded area.', 'An elephant is walking through the green shrubs.', 'An adorable elephant walking through a grass covered forest.']","A large elephant stands in a lush green forest, surrounded by trees and foliage.",3.019435405731201,7578.927734375
51,"['THERE ARE WOMEN THAT ARE LAUGHING UNDER THE UMBRELLA', 'Three teenage girls hover under an umbrella while they talk and laugh.', 'three people standing near one another with an umbrella', 'Three girls walking down the sidewalk under a sun umbrella.', 'Three young women smile brightly together under a large umbrella.']",Three women walking down the street with one holding an umbrella.,2.801841974258423,7578.927734375
52,"['Several middle eastern looking stickers decorate a black briefcase.', 'Suitcase with stickers outside on table in city.', 'a luggage bag on top of a table ', 'A briefcase with decorated with stickers placed on a table.', 'A lunch box of some sorts is placed on the table. ']",A black suitcase with stickers on it sits on a table outside.,2.5575621128082275,7493.8662109375
53,"['A woman standing next to a  brown and white dog.', 'a man watches as a dig looks at a toy in the air ', 'A man standing in a grass field with a dog in front of him and frisbee type toys thrown in the air.', 'A man watches as a dog prepares to jump for a frisbee.', 'Frisbee in the air, a dog squatting looking up at it, and a man standing behind the dog watching it, on the grass with a tree.']",A man and his dog play with a frisbee in a park.,3.063643217086792,7456.91162109375
54,"['A man standing next to train tracks with bags of luggage.', 'A man standing next to luggage on a railway platform.', 'A man standing at a train station near a pile of luggage', 'A man stands at a train station with lots of luggage', 'A young man standing with luggage next to the tracks']","A young man stands on a train platform with his hands on his hips, surrounded by various bags and luggage.",3.038520097732544,7493.8662109375
55,"['a polar bear following a big winged bird', 'a large bear landing a large polar bear is in the background preparing to drink from the water ', 'A polar bear and a bird near a small pond.', 'A bird sitting in front of the water with a bear on the other side.', 'A Polar Bear walks toward water, while a large bird lands on the opposite bank.']",A polar bear and a bird stand near a body of water.,2.5965120792388916,7493.8662109375
56,"['A zebra all by itself in the green forest.', 'A zebra standing in a field of grass outside.', 'A zebra standing in a grassy field by a woods.', 'A zebra stands in high grass in wooded area.', 'A half zebra hybrid is standing in tall grass.']","A zebra stands in a lush green field, surrounded by trees and bushes.",2.765793561935425,7493.8662109375
57,"['An antilope is eating grass in between two zebra.', 'Several zebras eat the green grass in the pasture.', 'Two zebras and another animal grazing in the grass.', 'Three zebra in the middle of a field with a body of water in the distance.', ""Three Zebra's eating grass as they walk. ""]",Two zebras and a wildebeest grazing in a grassy field near a body of water.,3.331829309463501,7578.927734375
58,"['A zebra standing on top of a grass covered field.', 'there is a very beautiful zebra that is standing in the shade', 'A zebra showing the left side of itself on a field.', 'A zebra is standing in an open field.', 'a large zebra standing next to a tree']",A zebra stands in a field with trees and buildings in the background.,2.959963321685791,7578.927734375
59,"['Two zebras fighting in a cloud of dust', 'Two zebras fighting in a open area with green bushes.', 'Two zebras are battling each other on hind legs.', 'Two zebra having a fight on top of a dry grass field.', 'Two zebras in a jungle area fighting in a dirt area.']",Two zebras are fighting in the wild.,2.559124708175659,7534.0771484375
60,"[""A couple of jockey's riding the horses through the beach."", 'Jockeys races horses on the beach on a clear day.', 'Jockeys on horses race on an ocean beach.', 'People riding on horses as the run on a beach. ', 'three people riding horses on a beach ']",Horses racing on the beach with a man taking a picture.,3.0403337478637695,7578.927734375
61,"['There is a white horse pulling a trolley behind it.', 'A horse pulling a wagon with a conductor down the road. ', 'A large white horse pulling a trolley car down the street. ', 'A trolley that is being pulled by a white horse.', 'A horse pulling a trolley carriage with a man on it']",A horse and carriage in Disneyland.,2.4839775562286377,7534.0771484375
62,"['A big and white horse in a dirt cage. ', 'A white horse is standing near a riding field.', 'a white horse that is standing next to a fence', 'A white horse standing in a corral looking on.', 'A white horse standing on top of a dirt field.']",A white horse stands in a fenced area with a mountainous background.,2.607525110244751,7493.8662109375
63,"['A man in a blue coat skiing through a snowy field. ', 'A person riding skis on top of a snow covered slope.', 'The person is standing in the deep snow. The trees are covered with snow.', 'A man walking on his skis in the snow with snow covered trees in the background.', ""A man that has ski's and is standing in the snow.""]",A man in a blue jacket is skiing through the snow.,2.8064515590667725,7578.927734375
64,"['A baseball player preparing to throw a pitch during a game.', 'A man that is standing in the dirt with a glove.', 'A baseball player lunges and reaches back with the ball.', 'A baseball player pitching a baseball on top of a field.', 'A man in a Rays uniform is throwing a baseball']",A baseball player in a white uniform is throwing a ball.,1.7105216979980469,7270.46435546875
65,"['A person is trying to ski down a snowy slope.', 'The woman is learning how to ski on the snow.', 'A child is bent over on skis in the snow.', 'someone that has some skiies on in the snow', 'A woman touching her skis going down a ski hill.']",A person in a blue jacket and red pants snowboarding down a snowy hill.,2.7411153316497803,7493.8662109375
66,"[""A bowl of banana's, sprinkels, chocolate chips, and marshmellows."", 'Bananas, marshmellows, chocolate chips and sprinkles in a bowl', 'Some dessert and toppings are in a blue plastic bowl.', 'A blue plate filled with marshmallows, chocolate chips and banana.', 'A bowl full of marshmallows, chocolate, and other delicious treats.']","A blue plate of food with marshmallows, chocolate chips, and sprinkles.",2.0913727283477783,7311.41064453125
67,"['A plate is filled with broccoli and noodles.', 'A dish of vegetables and noodles with sauce.', 'The dinner on the plate is ready to eat. ', 'A broccoli and pasta salad with oil and vinegar dressing.', 'an image of a plate of food with meat and veggies']",A plate of noodles and broccoli.,2.5601966381073,7578.927734375
68,"['A person in a helmet is riding a skateboard.', 'Man in yellow and black body suit on skateboard.', 'A man with a helmet on riding on an electrical skateboard. ', 'A skateboarder demonstrates on his skateboard that has a large wheel in the back.', 'A man on a long exposure picture riding an electric skateboard.']",A skateboarder in a yellow and black outfit rides down the street.,2.461469888687134,7420.41748046875
69,"['Youngster on a skateboard, trying simple tip up stunt.', 'Young skateboarder displaying skills on sidewalk near field.', 'A person on a skateboard on a street.', 'A young boy is performing tricks on a skateboard.', 'a little boy that is jumping a skateboard']",A young boy is skateboarding in the park.,2.5753939151763916,7493.8662109375
70,"['A person on a skateboard rides down a ramp.', 'Black and white photograph of person on a skateboard.', 'Person riding on edge of skateboard about to do a trick', 'A man is standing on a skateboard at a skate park.', 'A black and white photograph of a person wearing DC shoes on a skateboard in the sun. ']",A skateboarder rides his board on a ramp at a skate park.,2.61014461517334,7493.8662109375
71,"['A BOY WITH A BLUE SHIRT AND JEAN PANTS DOING A TRICK WITH HIS SKATEBOARD', 'a young man doing a jump with his skateboard in a skate park', 'A man has jumped a ramp with his skateboard.', 'a man in the air with a skateboard above a half pipe ', 'A man is in mid air doing a skateboard trick.']",A skateboarder in mid-air performing a trick at a skate park.,2.615676164627075,7493.8662109375
72,"['A man holding a microphone in one hand while he holds a skateboard in the other.', 'a man holding a skateboard and a microphone ', 'A young man holding a microphone and a skate board.', 'A young skateboarder talking into a microphone ', 'A guy holding a skate board is speaking into a microphone.']",A man holding a microphone and a skateboard.,1.693427562713623,7311.41064453125
73,"['A plate of donuts with a person in the background.', 'A person sitting on the floor near a plate of donuts.', 'Eight doughnuts sitting on a white serving tray.', 'The chocolate and glazed donuts are stacked on a plate.', 'A close up of glazed donuts that are plain or with chocolate.']",A plate of assorted donuts with a pair of feet in the background.,2.889756441116333,7493.8662109375
74,"['A man biting into a doughnut with a sly look.', 'A man wearing glasses eating a donut. ', 'there is a man wearing glasses and eating a donut', 'A man wearing glasses eating a glazed donut out of doors.', 'A man taking a bite of a doughnut while wearing glasses.']",A man eating a glazed donut outside.,2.6751272678375244,7578.927734375
75,"['three different donuts one is pink one is brown and one has white sprinkles', 'A table topped with a white plate covered in three donuts.', 'A variety of doughnuts sitting on a paper plate.', 'Frosted and sprinkled donuts stacked on a paper plate.', 'Donuts with frosting and glazed toppings sit on table next to coffee maker']",Three donuts with different toppings on a plate.,1.7302110195159912,7311.41064453125
76,"['Three workers stand next to each other with their baked goods behind them.', 'three people standing in front of trays of doughnuts and bagels', 'Three people in work uniforms and visors standing together in front of various types of donuts.', 'Three female workers stand in front of rows of pastries. ', 'Some girls in colorful shirts standing by some pastries.']","Three women in a bakery wearing red, yellow and blue polo shirts.",1.9356486797332764,7311.41064453125
77,"['tHERE ARE MANY DONUTS LAYED TO DRY ON A GRILL', 'A black-and white picture of a rack full of doughnuts.', 'A rack topped with glazed donuts sitting side by side.', 'a close up of a grill of doughnuts', 'A couple dozen of glazed donuts on a wire rack.']",A tray of glazed donuts cooling on a rack.,2.7093045711517334,7534.0771484375
78,"['A sandwich on a plate served with garnish.', 'A delicious sandwich layered with meat and dressed with avocado lies on a cutting board.', 'A ham sandwich on a white plate with a kale garnish.', 'A white bread sandwich on plate filled with ham and lettuce', 'A table with plates of sandwiches and fruit.']",A sandwich with salmon and avocado on a plate.,2.7648088932037354,7578.927734375
79,"['A person holding up a chocolate doughnut with a face drawn on it.', 'A man holding up what appears to be a chocolate desert.', 'A person holding up a tasty looking treat.', ""A person holding a cookie with icing that has one of it's arms bitten off."", 'A person holds an oddly shaped cookie in front of the camera.']",A person holds a chocolate covered donut with a skeleton face and a glass of beer.,3.0879368782043457,7578.927734375
80,"['A man holding a ball while standing next to a gate.', 'A man walking while holding a ball in his hand. ', 'A man throwing a ball while smiling and on a field. ', 'A man throwing a ball in a black and white photo.', 'Man holding a ball he is about to throw.']",A man in a white shirt and black shorts is throwing a baseball.,1.9324405193328857,7311.41064453125
81,"['A group of people walking on top of a beach.', 'The people have surfboards and are on the beach.', 'Surboarders are in the water and waiting on the shore.', 'Surfers stand with surfboards on a beach for the early morning sunrise.', 'Beach full of surfers inside and outside of the water.']",Surfers on the beach at sunset.,2.683380365371704,7578.927734375
82,"['A two layer cake sitting on top of a table.', 'a two layered cake sits on a table top ', 'The cake is prepared and ready to be eaten.', 'A white boxy birthday cake with red flowers and blue accents on a decorated table with gray cover and candles.', 'A two layer cake sitting on a table near candles.']",A white and blue wedding cake with orange flowers on top sits on a table with candles and blue rose petals.,3.0311338901519775,7493.8662109375
83,"['a group of adults playing soccer on a field', 'The two teams are kicking a soccer ball.', 'A man kicking a soccer ball during a soccer game.', 'Several men are playing soccer on a field.', 'Soccer players in orange and grey uniforms on a field. ']",A soccer player in an orange jersey with the number 8 on it is about to kick the ball.,2.950639009475708,7493.8662109375
84,"['Two women in a room with one of them holding a cake.', 'A lady holding a cake with candles on it while a lady near her is making gestures with her fingers.', 'One woman carrying a cake with candles and another woman in the background.', '2 women, one holding a cake, the other holding up her index finger', 'a person holding a small cake with candles']",A woman is pointing at a birthday cake with candles.,2.457582712173462,7493.8662109375
85,"['A couple of windows sitting inside of a room.', 'a room with some big window on the side of it ', 'The older hospital room looks like it could be remodeled.', 'An old doctors office with two windows with curatins.', 'An assortment of rags hang on a metal rack.']",A hospital room with a bed and clothes hanging on the side.,2.7676076889038086,7493.8662109375
86,"['A messy room with door and bed and chair.', 'A bedroom in an old house that is being renovated ', 'View of a very messy bedroom with boxes and bags covering the floor.', 'a messy bed room a bed a chair and boxes', 'A messy bedroom has one red brick wall.']",A messy bedroom with a bed and a chair.,2.454376220703125,7493.8662109375
87,"['A baby in plaid shirt eating a frosted cake.', 'The young is enjoying his cake so much its all over him. ', 'A toddler eats cake with his hands in his high chair.', 'A toddler is getting messy while eating his cake. ', 'Baby boy at the table eating cake frosting off his hand.']",Baby eating cake with yellow frosting.,2.568542718887329,7578.927734375
88,"['a group of kids playing soccer in a field', 'A group of kids playing soccer wearing blue and orange uniforms. ', 'The goalkeeper in orange grabs the ball among a group of children playing soccer.', 'A little boy grips a soccer ball in his arms surrounded by other youth soccer players.', 'A youth holds a soccer ball while another youth is behind him, looking at the first youth.']",A soccer player in blue kicks the ball while another player in orange crouches to catch it.,2.900402307510376,7493.8662109375
89,"['A bed topped with three white pillows covered in a canopy.', 'A bed with white and beige linens and a clear drape.', 'A made bed with mosquito netting above it.', 'A bed with white and gray bedding and netting overhead.', 'A full size bed with mosquito netting above, all in neutral colors.']",A bed with white sheets and pillows.,2.759643793106079,7578.927734375
90,"['A woman laying in a hospital bed hooded up to machines.', 'A young girl lying in a hospital room hooked up to machines', 'A woman laying in a hospital bed hooked up to an IV and monitors.', 'A girl in a hospital bed with an IV and monitors. ', 'A woman is laying in a hospital bed and is hooked up to several machines.']",A patient in a hospital bed with medical equipment nearby.,2.505887031555176,7493.8662109375
91,"['A pizza with vegetables and cheese resting on a board.', 'There is a pizza with many toppings on it ', 'A pizza with lots of cheese on a flat brown surface.', 'An overhead view of a pizza on a pizza stone.', 'A large pizza on a stone pizza cooking tray.']",A pizza with green peppers and cheese on a wooden board.,2.8133840560913086,7578.927734375
92,"['A surfer is riding a wave in light blue water.', 'A surfer paddling on a board to go catch a wave.', 'A surfer paddles over a wave in clear blue water.', 'A man laying flat on a surfboard paddling through the water', 'a person lying on a surfboard in the ocean.']",A surfer paddles on a surfboard in the ocean near a rocky shoreline.,2.7567837238311768,7493.8662109375
93,"['A picture of a young boy laying on top of a bed.', 'Boy sleeping with no blanket in a large bed. ', 'A young boy sleeping on the side of his bed.', 'A young boy sleeping on floral printed sheets', 'A boy asleep on a large bed under a mosquito net']",A baby sleeps on a bed with a floral patterned sheet and a blue mosquito net above it.,3.2822232246398926,7493.8662109375
94,"['A picture of a recently married couple displayed behind glass.', 'A photo of a man and his wife on a bed', 'A picture of a couple that just got married lying in a bed.', 'The picture of the couple in bed is displayed in the large window.', 'a man and a woman are laying in a bed']",A bride and groom pose on a bed.,2.6559112071990967,7578.927734375
